geo_key,county_name,electoral_district_name,township_name,village_name,candidate_no,candidate_name,party_name,gender,age,incumbent,elected_note,votes,vote_percentage,valid_votes,invalid_votes,total_votes,electorate,turnout_ratio,prov_city,county_city,electoral_district,township,village
'03'000'005008,NA,NA,NA,下寮里,2,王憲堂,NA,'1,66,N,NA,26,1.93,1349,35,1384,1795,77.1,'03,'000,'01,'005,'0086
'03'000'005008,NA,NA,NA,下寮里,3,蔡其昌,NA,'1,43,N,*,718,53.22,1349,35,1384,1795,77.1,'03,'000,'01,'005,'0086
'03'000'005008,NA,NA,NA,中正里,1,陳添旺,NA,'1,53,N,NA,1170,46.21,2532,59,2591,3609,71.79,'03,'000,'01,'005,'0087
'03'000'005008,NA,NA,NA,中正里,2,王憲堂,NA,'1,66,N,NA,66,2.61,2532,59,2591,3609,71.79,'03,'000,'01,'005,'0087
'03'000'005008,NA,NA,NA,中正里,3,蔡其昌,NA,'1,43,N,*,1296,51.18,2532,59,2591,3609,71.79,'03,'000,'01,'005,'0087
'03'000'005008,NA,NA,NA,中和里,1,陳添旺,NA,'1,53,N,NA,146,36.14,404,7,411,536,76.68,'03,'000,'01,'005,'0088
'03'000'005008,NA,NA,NA,中和里,2,王憲堂,NA,'1,66,N,NA,6,1.49,404,7,411,536,76.68,'03,'000,'01,'005,'0088
'03'000'005008,NA,NA,NA,中和里,3,蔡其昌,NA,'1,43,N,*,252,62.38,404,7,411,536,76.68,'03,'000,'01,'005,'0088
'03'000'005008,NA,NA,NA,文化里,1,陳添旺,NA,'1,53,N,NA,377,44.72,843,14,857,1132,75.71,'03,'000,'01,'005,'0089
'03'000'005008,NA,NA,NA,文化里,2,王憲堂,NA,'1,66,N,NA,15,1.78,843,14,857,1132,75.71,'03,'000,'01,'005,'0089
'03'000'005008,NA,NA,NA,文化里,3,蔡其昌,NA,'1,43,N,*,451,53.5,843,14,857,1132,75.71,'03,'000,'01,'005,'0089
'03'000'005009,NA,NA,NA,安仁里,1,陳添旺,NA,'1,53,N,NA,272,47.97,567,11,578,755,76.56,'03,'000,'01,'005,'0090
'03'000'005009,NA,NA,NA,安仁里,2,王憲堂,NA,'1,66,N,NA,6,1.06,567,11,578,755,76.56,'03,'000,'01,'005,'0090
'03'000'005009,NA,NA,NA,安仁里,3,蔡其昌,NA,'1,43,N,*,289,50.97,567,11,578,755,76.56,'03,'000,'01,'005,'0090
'03'000'005009,NA,NA,NA,草湳里,1,陳添旺,NA,'1,53,N,NA,1830,45.25,4044,96,4140,5638,73.43,'03,'000,'01,'005,'0091
'03'000'005009,NA,NA,NA,草湳里,2,王憲堂,NA,'1,66,N,NA,66,1.63,4044,96,4140,5638,73.43,'03,'000,'01,'005,'0091
'03'000'005009,NA,NA,NA,草湳里,3,蔡其昌,NA,'1,43,N,*,2148,53.12,4044,96,4140,5638,73.43,'03,'000,'01,'005,'0091
'03'000'005009,NA,NA,NA,南簡里,1,陳添旺,NA,'1,53,N,NA,1040,38.43,2706,57,2763,3691,74.86,'03,'000,'01,'005,'0092
'03'000'005009,NA,NA,NA,南簡里,2,王憲堂,NA,'1,66,N,NA,41,1.52,2706,57,2763,3691,74.86,'03,'000,'01,'005,'0092
'03'000'005009,NA,NA,NA,南簡里,3,蔡其昌,NA,'1,43,N,*,1625,60.05,2706,57,2763,3691,74.86,'03,'000,'01,'005,'0092
'03'000'005009,NA,NA,NA,福德里,1,陳添旺,NA,'1,53,N,NA,1057,41.13,2570,61,2631,3595,73.18,'03,'000,'01,'005,'0093
'03'000'005009,NA,NA,NA,福德里,2,王憲堂,NA,'1,66,N,NA,52,2.02,2570,61,2631,3595,73.18,'03,'000,'01,'005,'0093
'03'000'005009,NA,NA,NA,福德里,3,蔡其昌,NA,'1,43,N,*,1461,56.85,2570,61,2631,3595,73.18,'03,'000,'01,'005,'0093
'03'000'005009,NA,NA,NA,大庄里,1,陳添旺,NA,'1,53,N,NA,2005,44.33,4523,86,4609,6119,75.32,'03,'000,'01,'005,'0094
'03'000'005009,NA,NA,NA,大庄里,2,王憲堂,NA,'1,66,N,NA,80,1.77,4523,86,4609,6119,75.32,'03,'000,'01,'005,'0094
'03'000'005009,NA,NA,NA,大庄里,3,蔡其昌,NA,'1,43,N,*,2438,53.9,4523,86,4609,6119,75.32,'03,'000,'01,'005,'0094
'03'000'005009,NA,NA,NA,大村里,1,陳添旺,NA,'1,53,N,NA,1537,44.69,3439,79,3518,4795,73.37,'03,'000,'01,'005,'0095
'03'000'005009,NA,NA,NA,大村里,2,王憲堂,NA,'1,66,N,NA,68,1.98,3439,79,3518,4795,73.37,'03,'000,'01,'005,'0095
'03'000'005009,NA,NA,NA,大村里,3,蔡其昌,NA,'1,43,N,*,1834,53.33,3439,79,3518,4795,73.37,'03,'000,'01,'005,'0095
'03'000'005009,NA,NA,NA,興農里,1,陳添旺,NA,'1,53,N,NA,630,41.47,1519,35,1554,2085,74.53,'03,'000,'01,'005,'0096
'03'000'005009,NA,NA,NA,興農里,2,王憲堂,NA,'1,66,N,NA,49,3.23,1519,35,1554,2085,74.53,'03,'000,'01,'005,'0096
'03'000'005009,NA,NA,NA,興農里,3,蔡其昌,NA,'1,43,N,*,840,55.3,1519,35,1554,2085,74.53,'03,'000,'01,'005,'0096
'03'000'005009,NA,NA,NA,永寧里,1,陳添旺,NA,'1,53,N,NA,685,41.22,1662,23,1685,2227,75.66,'03,'000,'01,'005,'0097
'03'000'005009,NA,NA,NA,永寧里,2,王憲堂,NA,'1,66,N,NA,50,3.01,1662,23,1685,2227,75.66,'03,'000,'01,'005,'0097
'03'000'005009,NA,NA,NA,永寧里,3,蔡其昌,NA,'1,43,N,*,927,55.78,1662,23,1685,2227,75.66,'03,'000,'01,'005,'0097
'03'000'005009,NA,NA,NA,永安里,1,陳添旺,NA,'1,53,N,NA,777,42.98,1808,33,1841,2418,76.14,'03,'000,'01,'005,'0098
'03'000'005009,NA,NA,NA,永安里,2,王憲堂,NA,'1,66,N,NA,35,1.94,1808,33,1841,2418,76.14,'03,'000,'01,'005,'0098
'03'000'005009,NA,NA,NA,永安里,3,蔡其昌,NA,'1,43,N,*,996,55.09,1808,33,1841,2418,76.14,'03,'000,'01,'005,'0098
'03'000'006009,NA,NA,NA,居仁里,1,李順涼,NA,'1,56,N,NA,421,42.83,983,30,1013,1307,77.51,'03,'000,'02,'006,'0099
'03'000'006009,NA,NA,NA,居仁里,2,顏清標,NA,'1,52,Y,*,562,57.17,983,30,1013,1307,77.51,'03,'000,'02,'006,'0099
'03'000'006010,NA,NA,NA,洛泉里,1,李順涼,NA,'1,56,N,NA,609,40.44,1506,94,1600,2038,78.51,'03,'000,'02,'006,'0100
'03'000'006010,NA,NA,NA,洛泉里,2,顏清標,NA,'1,52,Y,*,897,59.56,1506,94,1600,2038,78.51,'03,'000,'02,'006,'0100
'03'000'006010,NA,NA,NA,沙鹿里,1,李順涼,NA,'1,56,N,NA,353,49.23,717,41,758,976,77.66,'03,'000,'02,'006,'0101
'03'000'006010,NA,NA,NA,沙鹿里,2,顏清標,NA,'1,52,Y,*,364,50.77,717,41,758,976,77.66,'03,'000,'02,'006,'0101
'03'000'006010,NA,NA,NA,美仁里,1,李順涼,NA,'1,56,N,NA,137,30.86,444,18,462,564,81.91,'03,'000,'02,'006,'0102
'03'000'006010,NA,NA,NA,美仁里,2,顏清標,NA,'1,52,Y,*,307,69.14,444,18,462,564,81.91,'03,'000,'02,'006,'0102
'03'000'006010,NA,NA,NA,興仁里,1,李順涼,NA,'1,56,N,NA,662,39.69,1668,70,1738,2256,77.04,'03,'000,'02,'006,'0103
'03'000'006010,NA,NA,NA,興仁里,2,顏清標,NA,'1,52,Y,*,1006,60.31,1668,70,1738,2256,77.04,'03,'000,'02,'006,'0103
'03'000'006010,NA,NA,NA,興安里,1,李順涼,NA,'1,56,N,NA,881,40.9,2154,104,2258,2955,76.41,'03,'000,'02,'006,'0104
'03'000'006010,NA,NA,NA,興安里,2,顏清標,NA,'1,52,Y,*,1273,59.1,2154,104,2258,2955,76.41,'03,'000,'02,'006,'0104
'03'000'006010,NA,NA,NA,斗抵里,1,李順涼,NA,'1,56,N,NA,1146,39.38,2910,116,3026,3910,77.39,'03,'000,'02,'006,'0105
'03'000'006010,NA,NA,NA,斗抵里,2,顏清標,NA,'1,52,Y,*,1764,60.62,2910,116,3026,3910,77.39,'03,'000,'02,'006,'0105
'03'000'006010,NA,NA,NA,鹿峰里,1,李順涼,NA,'1,56,N,NA,1498,46.54,3219,147,3366,4459,75.49,'03,'000,'02,'006,'0106
'03'000'006010,NA,NA,NA,鹿峰里,2,顏清標,NA,'1,52,Y,*,1721,53.46,3219,147,3366,4459,75.49,'03,'000,'02,'006,'0106
'03'000'006010,NA,NA,NA,鹿寮里,1,李順涼,NA,'1,56,N,NA,1969,46.25,4257,207,4464,5841,76.43,'03,'000,'02,'006,'0107
'03'000'006010,NA,NA,NA,鹿寮里,2,顏清標,NA,'1,52,Y,*,2288,53.75,4257,207,4464,5841,76.43,'03,'000,'02,'006,'0107
'03'000'006010,NA,NA,NA,竹林里,1,李順涼,NA,'1,56,N,NA,1604,34.64,4631,226,4857,6447,75.34,'03,'000,'02,'006,'0108
'03'000'006010,NA,NA,NA,竹林里,2,顏清標,NA,'1,52,Y,*,3027,65.36,4631,226,4857,6447,75.34,'03,'000,'02,'006,'0108
'03'000'006010,NA,NA,NA,犁分里,1,李順涼,NA,'1,56,N,NA,255,35.97,709,33,742,987,75.18,'03,'000,'02,'006,'0109
'03'000'006010,NA,NA,NA,犁分里,2,顏清標,NA,'1,52,Y,*,454,64.03,709,33,742,987,75.18,'03,'000,'02,'006,'0109
'03'000'006011,NA,NA,NA,福興里,1,李順涼,NA,'1,56,N,NA,611,28.89,2115,72,2187,2943,74.31,'03,'000,'02,'006,'0110
'03'000'006011,NA,NA,NA,福興里,2,顏清標,NA,'1,52,Y,*,1504,71.11,2115,72,2187,2943,74.31,'03,'000,'02,'006,'0110
'03'000'006011,NA,NA,NA,北勢里,1,李順涼,NA,'1,56,N,NA,931,32.55,2860,108,2968,3948,75.18,'03,'000,'02,'006,'0111
'03'000'006011,NA,NA,NA,北勢里,2,顏清標,NA,'1,52,Y,*,1929,67.45,2860,108,2968,3948,75.18,'03,'000,'02,'006,'0111
'03'000'006011,NA,NA,NA,晉江里,1,李順涼,NA,'1,56,N,NA,382,37.38,1022,39,1061,1367,77.62,'03,'000,'02,'006,'0112
'03'000'006011,NA,NA,NA,晉江里,2,顏清標,NA,'1,52,Y,*,640,62.62,1022,39,1061,1367,77.62,'03,'000,'02,'006,'0112
'03'000'006011,NA,NA,NA,六路里,1,李順涼,NA,'1,56,N,NA,843,32.1,2626,91,2717,3669,74.05,'03,'000,'02,'006,'0113
'03'000'006011,NA,NA,NA,六路里,2,顏清標,NA,'1,52,Y,*,1783,67.9,2626,91,2717,3669,74.05,'03,'000,'02,'006,'0113
'03'000'006011,NA,NA,NA,南勢里,1,李順涼,NA,'1,56,N,NA,548,29.9,1833,63,1896,2542,74.59,'03,'000,'02,'006,'0114
'03'000'006011,NA,NA,NA,南勢里,2,顏清標,NA,'1,52,Y,*,1285,70.1,1833,63,1896,2542,74.59,'03,'000,'02,'006,'0114
'03'000'006011,NA,NA,NA,埔子里,1,李順涼,NA,'1,56,N,NA,661,25.8,2562,75,2637,3509,75.15,'03,'000,'02,'006,'0115
'03'000'006011,NA,NA,NA,埔子里,2,顏清標,NA,'1,52,Y,*,1901,74.2,2562,75,2637,3509,75.15,'03,'000,'02,'006,'0115
'03'000'006011,NA,NA,NA,三鹿里,1,李順涼,NA,'1,56,N,NA,691,24.65,2803,104,2907,3866,75.19,'03,'000,'02,'006,'0116
'03'000'006011,NA,NA,NA,三鹿里,2,顏清標,NA,'1,52,Y,*,2112,75.35,2803,104,2907,3866,75.19,'03,'000,'02,'006,'0116
'03'000'006011,NA,NA,NA,公明里,1,李順涼,NA,'1,56,N,NA,816,30.87,2643,85,2728,3572,76.37,'03,'000,'02,'006,'0117
'03'000'006011,NA,NA,NA,公明里,2,顏清標,NA,'1,52,Y,*,1827,69.13,2643,85,2728,3572,76.37,'03,'000,'02,'006,'0117
'03'000'006011,NA,NA,NA,清泉里,1,李順涼,NA,'1,56,N,NA,455,29.74,1530,37,1567,1978,79.22,'03,'000,'02,'006,'0118
'03'000'006011,NA,NA,NA,清泉里,2,顏清標,NA,'1,52,Y,*,1075,70.26,1530,37,1567,1978,79.22,'03,'000,'02,'006,'0118
'03'000'006011,NA,NA,NA,西勢里,1,李順涼,NA,'1,56,N,NA,490,33.2,1476,76,1552,2027,76.57,'03,'000,'02,'006,'0119
'03'000'006011,NA,NA,NA,西勢里,2,顏清標,NA,'1,52,Y,*,986,66.8,1476,76,1552,2027,76.57,'03,'000,'02,'006,'0119
'03'000'007012,NA,NA,NA,竹坑里,1,李順涼,NA,'1,56,N,NA,565,31.48,1795,57,1852,2605,71.09,'03,'000,'02,'007,'0120
'03'000'007012,NA,NA,NA,竹坑里,2,顏清標,NA,'1,52,Y,*,1230,68.52,1795,57,1852,2605,71.09,'03,'000,'02,'007,'0120
'03'000'007012,NA,NA,NA,龍東里,1,李順涼,NA,'1,56,N,NA,646,34.62,1866,46,1912,2560,74.69,'03,'000,'02,'007,'0121
'03'000'007012,NA,NA,NA,龍東里,2,顏清標,NA,'1,52,Y,*,1220,65.38,1866,46,1912,2560,74.69,'03,'000,'02,'007,'0121
'03'000'007012,NA,NA,NA,龍西里,1,李順涼,NA,'1,56,N,NA,408,33.61,1214,32,1246,1684,73.99,'03,'000,'02,'007,'0122
'03'000'007012,NA,NA,NA,龍西里,2,顏清標,NA,'1,52,Y,*,806,66.39,1214,32,1246,1684,73.99,'03,'000,'02,'007,'0122
'03'000'007012,NA,NA,NA,田中里,1,李順涼,NA,'1,56,N,NA,808,37.27,2168,58,2226,2975,74.82,'03,'000,'02,'007,'0123
'03'000'007012,NA,NA,NA,田中里,2,顏清標,NA,'1,52,Y,*,1360,62.73,2168,58,2226,2975,74.82,'03,'000,'02,'007,'0123
'03'000'007012,NA,NA,NA,福田里,1,李順涼,NA,'1,56,N,NA,215,31.66,679,21,700,975,71.79,'03,'000,'02,'007,'0124
'03'000'007012,NA,NA,NA,福田里,2,顏清標,NA,'1,52,Y,*,464,68.34,679,21,700,975,71.79,'03,'000,'02,'007,'0124
'03'000'007012,NA,NA,NA,麗水里,1,李順涼,NA,'1,56,N,NA,421,28.5,1477,32,1509,2048,73.68,'03,'000,'02,'007,'0125
'03'000'007012,NA,NA,NA,麗水里,2,顏清標,NA,'1,52,Y,*,1056,71.5,1477,32,1509,2048,73.68,'03,'000,'02,'007,'0125
'03'000'007012,NA,NA,NA,龍津里,1,李順涼,NA,'1,56,N,NA,1269,38.4,3305,114,3419,4633,73.8,'03,'000,'02,'007,'0126
'03'000'007012,NA,NA,NA,龍津里,2,顏清標,NA,'1,52,Y,*,2036,61.6,3305,114,3419,4633,73.8,'03,'000,'02,'007,'0126
'03'000'007012,NA,NA,NA,三德里,1,李順涼,NA,'1,56,N,NA,777,39.6,1962,63,2025,2770,73.1,'03,'000,'02,'007,'0127
'03'000'007012,NA,NA,NA,三德里,2,顏清標,NA,'1,52,Y,*,1185,60.4,1962,63,2025,2770,73.1,'03,'000,'02,'007,'0127
'03'000'007012,NA,NA,NA,忠和里,1,李順涼,NA,'1,56,N,NA,1151,36.95,3115,99,3214,4309,74.59,'03,'000,'02,'007,'0128
'03'000'007012,NA,NA,NA,忠和里,2,顏清標,NA,'1,52,Y,*,1964,63.05,3115,99,3214,4309,74.59,'03,'000,'02,'007,'0128
'03'000'007012,NA,NA,NA,山腳里,1,李順涼,NA,'1,56,N,NA,1164,35.2,3307,73,3380,4664,72.47,'03,'000,'02,'007,'0129
'03'000'007012,NA,NA,NA,山腳里,2,顏清標,NA,'1,52,Y,*,2143,64.8,3307,73,3380,4664,72.47,'03,'000,'02,'007,'0129
'03'000'007013,NA,NA,NA,龍泉里,1,李順涼,NA,'1,56,N,NA,1458,36.08,4041,166,4207,5801,72.52,'03,'000,'02,'007,'0130
'03'000'007013,NA,NA,NA,龍泉里,2,顏清標,NA,'1,52,Y,*,2583,63.92,4041,166,4207,5801,72.52,'03,'000,'02,'007,'0130
'03'000'007013,NA,NA,NA,龍崗里,1,李順涼,NA,'1,56,N,NA,607,37.08,1637,43,1680,2250,74.67,'03,'000,'02,'007,'0131
'03'000'007013,NA,NA,NA,龍崗里,2,顏清標,NA,'1,52,Y,*,1030,62.92,1637,43,1680,2250,74.67,'03,'000,'02,'007,'0131
'03'000'007013,NA,NA,NA,新庄里,1,李順涼,NA,'1,56,N,NA,1554,39.94,3891,125,4016,5466,73.47,'03,'000,'02,'007,'0132
'03'000'007013,NA,NA,NA,新庄里,2,顏清標,NA,'1,52,Y,*,2337,60.06,3891,125,4016,5466,73.47,'03,'000,'02,'007,'0132
'03'000'007013,NA,NA,NA,南寮里,1,李順涼,NA,'1,56,N,NA,385,33.95,1134,31,1165,1458,79.9,'03,'000,'02,'007,'0133
'03'000'007013,NA,NA,NA,南寮里,2,顏清標,NA,'1,52,Y,*,749,66.05,1134,31,1165,1458,79.9,'03,'000,'02,'007,'0133
'03'000'007013,NA,NA,NA,東海里,1,李順涼,NA,'1,56,N,NA,1756,37.01,4745,266,5011,6682,74.99,'03,'000,'02,'007,'0134
'03'000'007013,NA,NA,NA,東海里,2,顏清標,NA,'1,52,Y,*,2989,62.99,4745,266,5011,6682,74.99,'03,'000,'02,'007,'0134
'03'000'007013,NA,NA,NA,新東里,1,李順涼,NA,'1,56,N,NA,1190,40.61,2930,97,3027,4051,74.72,'03,'000,'02,'007,'0135
'03'000'007013,NA,NA,NA,新東里,2,顏清標,NA,'1,52,Y,*,1740,59.39,2930,97,3027,4051,74.72,'03,'000,'02,'007,'0135
'03'000'008013,NA,NA,NA,王田里,1,李順涼,NA,'1,56,N,NA,1194,41.84,2854,107,2961,3959,74.79,'03,'000,'02,'008,'0136
'03'000'008013,NA,NA,NA,王田里,2,顏清標,NA,'1,52,Y,*,1660,58.16,2854,107,2961,3959,74.79,'03,'000,'02,'008,'0136
'03'000'008013,NA,NA,NA,中和里,1,李順涼,NA,'1,56,N,NA,281,46.45,605,29,634,815,77.79,'03,'000,'02,'008,'0137
'03'000'008013,NA,NA,NA,中和里,2,顏清標,NA,'1,52,Y,*,324,53.55,605,29,634,815,77.79,'03,'000,'02,'008,'0137
'03'000'008013,NA,NA,NA,福山里,1,李順涼,NA,'1,56,N,NA,1084,43.71,2480,132,2612,3378,77.32,'03,'000,'02,'008,'0138
'03'000'008013,NA,NA,NA,福山里,2,顏清標,NA,'1,52,Y,*,1396,56.29,2480,132,2612,3378,77.32,'03,'000,'02,'008,'0138
'03'000'008013,NA,NA,NA,營埔里,1,李順涼,NA,'1,56,N,NA,379,38.01,997,39,1036,1368,75.73,'03,'000,'02,'008,'0139
'03'000'008013,NA,NA,NA,營埔里,2,顏清標,NA,'1,52,Y,*,618,61.99,997,39,1036,1368,75.73,'03,'000,'02,'008,'0139
'03'000'008014,NA,NA,NA,社腳里,1,李順涼,NA,'1,56,N,NA,639,38.08,1678,57,1735,2242,77.39,'03,'000,'02,'008,'0140
'03'000'008014,NA,NA,NA,社腳里,2,顏清標,NA,'1,52,Y,*,1039,61.92,1678,57,1735,2242,77.39,'03,'000,'02,'008,'0140
'03'000'008014,NA,NA,NA,新興里,1,李順涼,NA,'1,56,N,NA,598,35.41,1689,50,1739,2319,74.99,'03,'000,'02,'008,'0141
'03'000'008014,NA,NA,NA,新興里,2,顏清標,NA,'1,52,Y,*,1091,64.59,1689,50,1739,2319,74.99,'03,'000,'02,'008,'0141
'03'000'008014,NA,NA,NA,大東里,1,李順涼,NA,'1,56,N,NA,743,38.46,1932,93,2025,2690,75.28,'03,'000,'02,'008,'0142
'03'000'008014,NA,NA,NA,大東里,2,顏清標,NA,'1,52,Y,*,1189,61.54,1932,93,2025,2690,75.28,'03,'000,'02,'008,'0142
'03'000'008014,NA,NA,NA,大肚里,1,李順涼,NA,'1,56,N,NA,546,39.57,1380,49,1429,1797,79.52,'03,'000,'02,'008,'0143
'03'000'008014,NA,NA,NA,大肚里,2,顏清標,NA,'1,52,Y,*,834,60.43,1380,49,1429,1797,79.52,'03,'000,'02,'008,'0143
'03'000'008014,NA,NA,NA,永和里,1,李順涼,NA,'1,56,N,NA,261,40.53,644,26,670,829,80.82,'03,'000,'02,'008,'0144
'03'000'008014,NA,NA,NA,永和里,2,顏清標,NA,'1,52,Y,*,383,59.47,644,26,670,829,80.82,'03,'000,'02,'008,'0144
'03'000'008014,NA,NA,NA,磺溪里,1,李順涼,NA,'1,56,N,NA,410,37.65,1089,27,1116,1443,77.34,'03,'000,'02,'008,'0145
'03'000'008014,NA,NA,NA,磺溪里,2,顏清標,NA,'1,52,Y,*,679,62.35,1089,27,1116,1443,77.34,'03,'000,'02,'008,'0145
'03'000'008014,NA,NA,NA,永順里,1,李順涼,NA,'1,56,N,NA,488,41.11,1187,26,1213,1560,77.76,'03,'000,'02,'008,'0146
'03'000'008014,NA,NA,NA,永順里,2,顏清標,NA,'1,52,Y,*,699,58.89,1187,26,1213,1560,77.76,'03,'000,'02,'008,'0146
'03'000'008014,NA,NA,NA,成功里,1,李順涼,NA,'1,56,N,NA,231,34.17,676,15,691,912,75.77,'03,'000,'02,'008,'0147
'03'000'008014,NA,NA,NA,成功里,2,顏清標,NA,'1,52,Y,*,445,65.83,676,15,691,912,75.77,'03,'000,'02,'008,'0147
'03'000'008014,NA,NA,NA,山陽里,1,李順涼,NA,'1,56,N,NA,376,39,964,23,987,1285,76.81,'03,'000,'02,'008,'0148
'03'000'008014,NA,NA,NA,山陽里,2,顏清標,NA,'1,52,Y,*,588,61,964,23,987,1285,76.81,'03,'000,'02,'008,'0148
'03'000'008014,NA,NA,NA,頂街里,1,李順涼,NA,'1,56,N,NA,1809,41.26,4384,155,4539,6019,75.41,'03,'000,'02,'008,'0149
'03'000'008014,NA,NA,NA,頂街里,2,顏清標,NA,'1,52,Y,*,2575,58.74,4384,155,4539,6019,75.41,'03,'000,'02,'008,'0149
'03'000'008015,NA,NA,NA,瑞井里,1,李順涼,NA,'1,56,N,NA,1251,41.38,3023,134,3157,4162,75.85,'03,'000,'02,'008,'0150
'03'000'008015,NA,NA,NA,瑞井里,2,顏清標,NA,'1,52,Y,*,1772,58.62,3023,134,3157,4162,75.85,'03,'000,'02,'008,'0150
'03'000'008015,NA,NA,NA,蔗廍里,1,李順涼,NA,'1,56,N,NA,1253,44.34,2826,76,2902,3878,74.83,'03,'000,'02,'008,'0151
'03'000'008015,NA,NA,NA,蔗廍里,2,顏清標,NA,'1,52,Y,*,1573,55.66,2826,76,2902,3878,74.83,'03,'000,'02,'008,'0151
'03'000'008015,NA,NA,NA,自強里,1,李順涼,NA,'1,56,N,NA,768,32.89,2335,92,2427,3151,77.02,'03,'000,'02,'008,'0152
'03'000'008015,NA,NA,NA,自強里,2,顏清標,NA,'1,52,Y,*,1567,67.11,2335,92,2427,3151,77.02,'03,'000,'02,'008,'0152
'03'000'009015,NA,NA,NA,烏日里,1,李順涼,NA,'1,56,N,NA,2499,47.08,5308,168,5476,7052,77.65,'03,'000,'02,'009,'0153
'03'000'009015,NA,NA,NA,烏日里,2,顏清標,NA,'1,52,Y,*,2809,52.92,5308,168,5476,7052,77.65,'03,'000,'02,'009,'0153
'03'000'009015,NA,NA,NA,湖日里,1,李順涼,NA,'1,56,N,NA,761,47,1619,45,1664,2252,73.89,'03,'000,'02,'009,'0154
'03'000'009015,NA,NA,NA,湖日里,2,顏清標,NA,'1,52,Y,*,858,53,1619,45,1664,2252,73.89,'03,'000,'02,'009,'0154
'03'000'009015,NA,NA,NA,三和里,1,李順涼,NA,'1,56,N,NA,949,37.03,2563,57,2620,3564,73.51,'03,'000,'02,'009,'0155
'03'000'009015,NA,NA,NA,三和里,2,顏清標,NA,'1,52,Y,*,1614,62.97,2563,57,2620,3564,73.51,'03,'000,'02,'009,'0155
'03'000'009015,NA,NA,NA,榮泉里,1,李順涼,NA,'1,56,N,NA,784,39.44,1988,88,2076,2731,76.02,'03,'000,'02,'009,'0156
'03'000'009015,NA,NA,NA,榮泉里,2,顏清標,NA,'1,52,Y,*,1204,60.56,1988,88,2076,2731,76.02,'03,'000,'02,'009,'0156
'03'000'009015,NA,NA,NA,學田里,1,李順涼,NA,'1,56,N,NA,610,40.03,1524,55,1579,2083,75.8,'03,'000,'02,'009,'0157
'03'000'009015,NA,NA,NA,學田里,2,顏清標,NA,'1,52,Y,*,914,59.97,1524,55,1579,2083,75.8,'03,'000,'02,'009,'0157
'03'000'009015,NA,NA,NA,九德里,1,李順涼,NA,'1,56,N,NA,3909,47.07,8304,211,8515,11160,76.3,'03,'000,'02,'009,'0158
'03'000'009015,NA,NA,NA,九德里,2,顏清標,NA,'1,52,Y,*,4395,52.93,8304,211,8515,11160,76.3,'03,'000,'02,'009,'0158
'03'000'009015,NA,NA,NA,仁德里,1,李順涼,NA,'1,56,N,NA,2050,43.32,4732,133,4865,6309,77.11,'03,'000,'02,'009,'0159
'03'000'009015,NA,NA,NA,仁德里,2,顏清標,NA,'1,52,Y,*,2682,56.68,4732,133,4865,6309,77.11,'03,'000,'02,'009,'0159
'03'000'009016,NA,NA,NA,前竹里,1,李順涼,NA,'1,56,N,NA,894,52.96,1688,41,1729,2199,78.63,'03,'000,'02,'009,'0160
'03'000'009016,NA,NA,NA,前竹里,2,顏清標,NA,'1,52,Y,*,794,47.04,1688,41,1729,2199,78.63,'03,'000,'02,'009,'0160
'03'000'009016,NA,NA,NA,五光里,1,李順涼,NA,'1,56,N,NA,450,39.06,1152,44,1196,1550,77.16,'03,'000,'02,'009,'0161
'03'000'009016,NA,NA,NA,五光里,2,顏清標,NA,'1,52,Y,*,702,60.94,1152,44,1196,1550,77.16,'03,'000,'02,'009,'0161
'03'000'009016,NA,NA,NA,光明里,1,李順涼,NA,'1,56,N,NA,735,48.58,1513,38,1551,1998,77.63,'03,'000,'02,'009,'0162
'03'000'009016,NA,NA,NA,光明里,2,顏清標,NA,'1,52,Y,*,778,51.42,1513,38,1551,1998,77.63,'03,'000,'02,'009,'0162
'03'000'009016,NA,NA,NA,東園里,1,李順涼,NA,'1,56,N,NA,627,46.2,1357,31,1388,1783,77.85,'03,'000,'02,'009,'0163
'03'000'009016,NA,NA,NA,東園里,2,顏清標,NA,'1,52,Y,*,730,53.8,1357,31,1388,1783,77.85,'03,'000,'02,'009,'0163
'03'000'009016,NA,NA,NA,溪埧里,1,李順涼,NA,'1,56,N,NA,1462,46.89,3118,74,3192,4080,78.24,'03,'000,'02,'009,'0164
'03'000'009016,NA,NA,NA,溪埧里,2,顏清標,NA,'1,52,Y,*,1656,53.11,3118,74,3192,4080,78.24,'03,'000,'02,'009,'0164
'03'000'009016,NA,NA,NA,螺潭里,1,李順涼,NA,'1,56,N,NA,656,46.92,1398,33,1431,1781,80.35,'03,'000,'02,'009,'0165
'03'000'009016,NA,NA,NA,螺潭里,2,顏清標,NA,'1,52,Y,*,742,53.08,1398,33,1431,1781,80.35,'03,'000,'02,'009,'0165
'03'000'009016,NA,NA,NA,北里里,1,李順涼,NA,'1,56,N,NA,573,51.16,1120,41,1161,1471,78.93,'03,'000,'02,'009,'0166
'03'000'009016,NA,NA,NA,北里里,2,顏清標,NA,'1,52,Y,*,547,48.84,1120,41,1161,1471,78.93,'03,'000,'02,'009,'0166
'03'000'009016,NA,NA,NA,南里里,1,李順涼,NA,'1,56,N,NA,360,40.86,881,24,905,1128,80.23,'03,'000,'02,'009,'0167
